trip_id,start_date,subscriber_type,start_station_name,start_station_id
1075615,2016-01-29 02:55:00.000000 UTC,Subscriber,Sequoia Hospital,21
1123927,2016-03-14 18:08:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1123325,2016-03-14 11:38:00.000000 UTC,Subscriber,Sequoia Hospital,21
1124273,2016-03-15 07:20:00.000000 UTC,Subscriber,Sequoia Hospital,21
1140802,2016-03-29 08:32:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1077375,2016-02-01 07:58:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1125197,2016-03-15 16:39:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1138411,2016-03-26 16:08:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1063239,2016-01-16 18:11:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1129578,2016-03-18 14:58:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1101147,2016-02-22 15:05:00.000000 UTC,Subscriber,Redwood City Caltrain Station,22
1094674,2016-02-16 12:19:00.000000 UTC,Subscriber,San Mateo County Center,23
1098960,2016-02-19 15:01:00.000000 UTC,Subscriber,San Mateo County Center,23
1124946,2016-03-15 13:11:00.000000 UTC,Subscriber,Redwood City Public Library,24
1067095,2016-01-21 10:43:00.000000 UTC,Subscriber,Redwood City Public Library,24
